dataset,fy,edition,pages,printed_heading,table,grain,printed_total,checkable,extractable,rows,notes
elections,2018,FY2018,237-243,"STATE PRIMARY / SEPTEMBER 4, 2018","State primary results by precinct, September 4 2018",one candidate (or BLANKS / Write-ins line) for one office on one party ballot,"per-office TOTAL rows: Democratic 976, Republican 735, Libertarian 4",yes,clean,130,"Extracts unusually cleanly for an election table -- one candidate per line with all five figures. FY2017 had only a badly OCR'd special primary; this is a full state primary and it is readable. Two mechanics matter: the House seats are split by precinct, so the 37th Middlesex block shows '---' for p"
elections,2018,FY2018,244-247,"STATE ELECTION - November 6, 2018","State election results by precinct, November 6 2018",one candidate or ballot-question response for one office,Totals 1419 1220 1415 1280 5334 on every office,yes,clean,60,"Turnout 5,334 -- more than four times the town election. Column header capitalisation switches mid-table from 'PREC A' (p244) to 'Prec A' (p245 onward), and the totals row switches from 'Totals' to 'Total'. Ballot questions are labelled with short titles the town clerk supplied rather than official "
elections,2019,FY2019,193-196,(office names in caps with term length and 'VOTE FOR n'; TOTAL REGISTERED VOTERS and BALLOTS CAST (PER BALLOT BOX) rows at the head),"Annual Town Election results by precinct, 18 May 2019","one candidate, write-in line or blanks line within one contest",TOTAL REGISTERED VOTERS 1943 | 1850 | 2203 | 1840 | 7836; BALLOTS CAST (PER BALLOT BOX) 131 | 65 | 95 | 132 | 423,yes,messy,60,"Now readable candidate by candidate on p193, p194 and p196; p195 needs its mirroring undone. Turnout was 423 of 7,836 registered, 5.4%. Offices covered: Selectman (2 seats), Sewer Commissioner (2), Board of Health Member, Assessor, Constable, School Committee Member (2), Park Commissioner (3-year an"
elections,2020,FY2020,188,"SPECIAL STATE PRIMARY ELECTION - MARCH 3, 2020 / SPECIAL STATE ELECTION March 31, 2020 TO June 2, 2020","Special State Primary Election, 3 March 2020, and Special State Election",one candidate (or Write-ins / Blanks line) in one party's ballot,Republican TOTAL 816; Democratic TOTAL 1470; Green-Rainbow TOTAL 0; Libertarian TOTAL 5; Special State Election TOTAL 942,yes,clean,20,"Precinct B shows a dash throughout because it lies in a different House district (3rd Worcester). The special election header spans a date RANGE 'March 31, 2020 TO June 2, 2020' -- the election was postponed by the pandemic and the report prints both dates. Catherine J. Clark 483, Danillo A. Sena 45"
elections,2020,FY2020,189-191 and again 192-195,"PRESIDENTIAL PRIMARY ELECTION / TUESDAY MARCH 3, 2020 (and 'PRESIDENTIAL PRIMARY continued')","Presidential Primary Election, 3 March 2020",one candidate (or Write-ins / Blanks / GROUP line) in one party's contest,Democratic presidential preference TOTAL 597/566/590/588/2341; Republican TOTAL 239/156/220/188/803; Green-Rainbow TOTAL 1; Libertarian TOTAL 9,yes,clean,90,"THIS RESULT IS PRINTED TWICE IN THE REPORT. Pages 193, 194 and 195 are byte-identical to pages 189, 190 and 191; the only difference is that the second printing has its own header page (192) carrying the Democratic presidential preference results, which the first printing lacks. The contents page li"
elections,2020,FY2020,196-199,"Annual Town Election June 20, 2020","Annual Town Election, 20 June 2020",one candidate (or ALL OTHERS / BLANKS line) in one contest,TOTAL REGISTERED VOTERS 1999 / 1953 / 2250 / 1886 / 8088; BALLOTS CAST 164 / 75 / 123 / 162 / 524,yes,clean,55,"'**ELECTED' marks the winners, footnoted at the bottom of each page. COVID CONTENT: the election was moved from its usual third Saturday in May to 20 June, and turnout was 524 ballots from 8,088 registered voters -- 6.5%. Compare the FY2019 election, whose equivalent pages are unreadable, and the No"
elections,2020,FY2020,200-204,"STATE PRIMARY ELECTION / TUESDAY SEPTEMBER 1, 2020","State Primary Election, 1 September 2020",one candidate (or Write-ins / Blanks line) in one contest,TOTAL REGISTERED VOTERS 2012 / 1979 / 2296 / 1929 / 8216; BALLOTS CAST 549 / 513 / 530 / 520 / 2112,yes,clean,60,Markey 1157 to Kennedy 947 in the Democratic Senate primary. Page 204 is a stub carrying only the tail of the Register of Probate contest.
elections,2020,FY2020,205-206,"STATE ELECTION - NOVEMBER 3, 2020","State Election, 3 November 2020",one candidate (or BLANKS / Write-ins line) in one contest,TOTAL REGISTERED VOTERS 2092 / 2101 / 2367 / 2006 / 8566; BALLOTS CAST 1823 / 1682 / 1990 / 1729 / 7224,yes,clean,30,"BIDEN/HARRIS 4027, TRUMP/PENCE 2936, JORGENSEN/COHEN 142, HAWKINS/WALKER 43. Turnout 84.3%. Precinct B votes in the 3rd Worcester House district and shows dashes in the 37th Middlesex contest, and vice versa. The extraction of page 206 drops some column separators, so a few rows show fewer than five"
elections,2021,FY2021,6,ANNUAL TOWN ELECTION- 3RD SATURDAY IN MAY / ANNUAL TOWN MEETING- 1ST SATURDAY IN MAY / AREA-26.63 SQUARE MILES / ROAD MILES-ABOUT 100,Town facts panel,one town fact,,no,clean,4,"Unlike FY2019, this panel does NOT print the tax rate. The FY2021 rate has to be taken from the assessors' page (p38), which prints 17.19 in the table and 17.74 in the prose -- see that entry. The paragraph below the panel says 'Select Board' where FY2019 said 'Board of Selectmen', and mentions the "
elections,2021,FY2021,157-159,(office names in caps with term length and 'VOTE FOR n'; '** Elected' key printed on p160),"Annual Town Election results by precinct, 15 May 2021","one candidate, write-in line or blanks line within one contest",Every contest carries a TOTAL row of 825 (or 2475 for the three-seat Library Trustee contest); ballots cast were 278 | 120 | 140 | 287 | 825,yes,clean,55,"Cleaner than FY2019's, with no mirrored page. Turnout 825 against FY2019's 423 -- roughly double, in a contested Select Board year (Kathryn E. Adams 329 against Louis J. Franco 465). TWO OFFICES RECORD 'FAILURE TO ELECT' as a printed row: Assessor (1 year) and one three-year seat, with 816 and 810 b"
elections,2022,FY2022,174-177,"OFFICIAL TALLY SHEET / ANNUAL TOWN ELECTION / LUNENBURG, MASSACHUSETTS / Saturday, May 21, 2022","Annual Town Election official tally sheet, 21 May 2022",One candidate (or ALL OTHERS / BLANKS / TOTAL) x one precinct.,"TOTAL REGISTERED VOTERS 2098 / 2300 / 2201 / 2301 / 8903. BALLOTS CAST (PER BALLOT BOX) 52 / 28 / 29 / 68 / 177. Each office block prints its own TOTAL row (177 for a vote-for-1 office, 354 for a vote-for-2). '**' marks the elected candidate.",yes,clean,70,"TURNOUT WAS 177 BALLOTS OUT OF 8,903 REGISTERED VOTERS - about 2%. Every race was uncontested. Offices: Select Board (3yr, vote for 2; 1yr, vote for 1), Sewer Commissioner, Board of Health, Town Clerk, Constable, School Committee (3yr vote for 2; 2yr vote for 1), Park Commissioner, Commissioner of T"
elections,2022,FY2022,178-181,"STATE PRIMARY ELECTION / TUESDAY, SEPTEMBER 6, 2022","State Primary Election results, 6 September 2022",One candidate (or Write-ins / Blanks / TOTAL) x one precinct.,TOTAL REGISTERED VOTERS 2119 / 93 / 2196 / 23 / 2207 / 2327 / 8965. BALLOTS CAST 537 / 22 / 466 / 4 / 508 / 587 / 2124. Democratic party total 1199 per office.,yes,clean,120,"SIX precinct columns, not four: A, B1, B, C1, C, D. B1 and C1 are sub-precincts created because Lunenburg is split between the 1st Middlesex and 3rd Worcester House districts - which is why the two Representative in General Court blocks each have blanks in the columns that do not belong to their dis"
elections,2022,FY2022,182-184,"STATE ELECTION / TUESDAY, NOVEMBER 8, 2022","State Election results and ballot questions, 8 November 2022",One candidate or ballot-question option x one precinct.,TOTAL REGISTERED VOTERS 2134 / 93 / 2241 / 23 / 2201 / 2349 / 9041. TOTAL BALLOTS CAST 1333 / 64 / 1194 / 10 / 1278 / 1456 / 5335. Every office block totals 5335.,yes,clean,100,"Turnout 5,335 of 9,041 (59%) - thirty times the town election's turnout six months earlier. Ballot questions are on p184: QUESTION 1 (Additional State Income Tax, the 'millionaires tax') YES 2439 / NO 2707 / Blanks 189 - Lunenburg voted it down while the state passed it. Page 184 also narrates the 1"
elections,2023,FY2023,186-187,"ANNUAL TOWN ELECTION / Saturday, May 20, 2023 / OFFICIAL TALLY",Annual town election official tally,one candidate (or Blanks / All Others row) within one office,"Each contest prints its own TOTAL row: 1276 for two-seat contests, 638 for single-seat contests",yes,clean,60,"'**' after a name means ELECTED (the key is printed at the foot of both pages). One contest records 'Failure to Elect' as a row (Sewer Commissioner, two seats, only one candidate). A few precinct cells are blank where OCR dropped a digit — the row totals still print. Eleven offices across the two pa"
elections,2024,FY2024,172-174,"OFFICIAL TALLY SHEET / ANNUAL TOWN ELECTION / LUNENBURG, MASSACHUSETTS / Saturday, May 18, 2024","Annual town election official tally, with the override ballot question",one candidate (or Blanks / All Others row) within one office; plus two turnout rows and one ballot question,"TOTAL REGISTERED VOTERS 2243 | 2398/94 | 2208/23 | 2420 | 9386; BALLOTS CAST (PER BALLOT BOX) 386 | 267 | 337 | 442 | 1432; each contest prints its own TOTAL row (1432 for one seat, 2864 for two, 4296 for three)",yes,clean,60,"MUCH RICHER THAN FY2023's EQUIVALENT. It prints registered voters and ballots cast per precinct (FY2023 printed neither), it labels the term and seat count in a separate row ('3 YEARS / VOTE FOR 2'), and precincts are now split B/B1 and C/C1. MOST IMPORTANTLY it carries 'QUESTION 1. OVERRIDE' — YES "
elections,2024,FY2024,"175 (Libertarian shown), and continuing in the 175-181 block","STATE PRIMARY ELECTION / TUESDAY SEPTEMBER 3, 2024",State primary results,one candidate within one office within one party,TOTAL row per office,yes,messy,40,"Offices covered: Senator in Congress, Representative in Congress (Third District), Councillor (Seventh District), Senator in General Court (Worcester & Middlesex), Representative in General Court (First Middlesex and Third Worcester), Clerk of Courts (Worcester County), Register of Deeds (Worcester "
elections,2024,FY2024,182-184,"State Election / Tuesday, November 5, 2024 / OFFICIAL BALLOT RESULTS",State election results and statewide ballot questions,one candidate or ballot-question option within one contest,TOTAL 7341 on every full-ballot contest (that is the number of ballots cast),yes,messy,60,"The five ballot questions are named on the page: QUESTION 1 AUDIT LEGISLATURE (Yes 4902 / No 2085), QUESTION 2 REMOVE MCAS AS REQUIREMENT (Yes 4396 / No 2799), QUESTION 3 DRIVERS - RIGHT TO FORM UNIONS (Yes 3390 / No 3597), QUESTION 4 LEGALIZE SOME PSYCHEDELIC SUBSTANCES (Yes 3117 / No 4004), QUESTI"
elections,2025,FY2025,171-175,"OFFICIAL TALLY SHEET / ANNUAL TOWN ELECTION / LUNENBURG, MASSACHUSETTS / Saturday, May 17, 2025",Annual Town Election official tally sheet,"One candidate (or ALL OTHERS / BLANKS / FAILURE TO ELECT line) in one contest, across four precincts and a total","TOTAL REGISTERED VOTERS  2304  2541  2260  2503  9608  /  BALLOTS CAST (PER BALLOT BOX)  208  154  158  246  766  ; each contest carries its own TOTAL row (766 for vote-for-one, 1532 for vote-for-two)",yes,clean,75,"Winners are marked with a leading '**' and the key '** ELECTED' is printed at the end (p175). 'FAILURE TO ELECT 0' rows record offices with no candidate — Sewer Commissioner (2 years, both seats), Assessor (3 year) and Commissioner of Trust Funds (3 years). One contest block is split across the p171"
officials,2011,FY2011,5,,Board and committee regular meeting schedule,one board and one recurring meeting slot,,no,clean,18,Marks which meetings are televised.
officials,2011,FY2011,7-9,CAPITAL PLANNING-3. YRS. / CONSERVATION COMMISSION-3 YRS / CONSTABLE-1 YR / COUNCIL ON AGING-3 YRS / DAM KEEPER-1 YR / EMERGENCY MANAGEMENT DIRECTOR / FOREST WARDEN-1 YR / HAZARDOUS WASTE COORDINATOR 1 YR / HEARINGS OFFICER - 1YR. / HISTORICAL COMMISSION 3 YRS / HOUSING PARTNERSHIP YRS / INSPECTOR OF ANIMALS-1 YR / INSPECTOR OF PLUMBING & GAS FITTINGS / INSPECTOR OF WEIGHTS & MEASURES-1 YR / INSPECTOR OF WIRES-1 YR. / LUNENBURG CULTURAL COUNCIL / POLICE SERGEANTS & LIC. AUTHORITY AGENTS / RESERVE POLICE OFFICERS / POUND KEEPER / PACC - Public Access Cable Committee-3 yrs. / PUBLIC EMPLOYEE COMMITTEE (PEC).- MGL Chap.32B / PUBLIC WEIGHERS FY'2011 - 1 YI. / REGISTRAR OF VOTERS-3 YRS / TOWN HALL CLOCK WINDERS-1 YR / TOWN COUNSEL / TOWN FOREST COMMITTEE - 3 YRS / TREE WARDEN-1 YR / VETERANS' SERVICE OFFICER 1 YR. / WELLNESS COORDINATOR 1YR / D.P.W. BUILDING COMMITTEE / BY-LAW REVIEW COMMITTEE / MUNICIPAL WEB SERVICES TASK FORCE- 5 MEMBERS / UTILITY TASK FORCE-5 members,"Appointed officials, boards and one-year appointments",one appointee,,no,clean,140,"Vacancies are recorded as rows ('2011 Vacancy', '(4) Vacancies', and Housing Partnership carries '2009 3 Vacancies / 2008 5 Vacancies / 2007 5 Vacancies' — unfilled seats dated back three years). Chair is flagged with a run of asterisks whose length varies."
officials,2011,FY2011,13-14,,Capital Planning Committee: items placed in the FY2012 plan,one capital item,,no,not without geometry,2,"STILL BADLY DAMAGED. Only the last two rows survive on p14 ('School, THMS | Gym Bleachers/gym floor | $ 35,000.00' and 'School, THMS | Whiteboards | $ 25,000.00'); the rest of the table and its heading are missing from the OCR entirely. The same list appears complete and clean on p83 under Article 1"
officials,2011,FY2011,22,ROSTER OF THE LUNENBURG FIRE DEPARTMENT,Roster of the Lunenburg Fire Department,one firefighter/EMT,,no,clean,45,"'*Indicates members of Specialized Response Teams including Dive and Trench Rescue Teams'. Certification is part of the same string as rank (Firefighter/EMT, EMT-I, Paramedic)."
