video_id,board_slug,board_name,title_stem,meetings_folder,in_agenda_center,meeting_date,classification_source,classified_by,classified_at
heS2Z7Sxa_I,school-committee,School Committee,School Committee,school-committee,yes,2024-03-06,model,claude-opus-5 (1M context),2026-09-08
Vdj6C4kyYJw,select-board,Select Board,Select Board,select-board,yes,2024-03-05,model,claude-opus-5 (1M context),2026-09-08
kCvpQ5HR9eo,open-space-committee,Open Space Committee,Open Space Committee,open-space-committee,yes,2024-02-28,model,claude-opus-5 (1M context),2026-09-08
AxJY1PPWVrI,board-of-assessors,Board of Assessors,Board of Assessors,board-of-assessors,yes,2024-03-04,model,claude-opus-5 (1M context),2026-09-08
pn_OXfPbl9w,school-committee,School Committee,School Committee (Partial Meeting),school-committee,yes,2024-02-28,model,claude-opus-5 (1M context),2026-09-08
iYh3xB9jtts,parks-commission,Parks Commission,Parks Commission,parks-commission,yes,2024-02-29,model,claude-opus-5 (1M context),2026-09-08
3g3xrtDvKHI,finance-committee,Finance Committee,Finance Committee,finance-committee,yes,2024-02-29,model,claude-opus-5 (1M context),2026-09-08
FlFVKAPCFxw,lunenburg-water-district,Lunenburg Water District,Water District,,NO,2024-02-28,model,claude-opus-5 (1M context),2026-09-08
egSIaknI6XQ,zoning-board-of-appeals,Zoning Board of Appeals,Zoning Board of Appeals,zoning-board-of-appeals,yes,2024-02-28,model,claude-opus-5 (1M context),2026-09-08
Occd_-FbOUc,sewer-commission,Sewer Commission,Sewer Commission,sewer-commission,yes,2024-02-27,model,claude-opus-5 (1M context),2026-09-08
ZhOp4r6EeOI,planning-board,Planning Board,Planning Board,planning-board,yes,2024-02-26,model,claude-opus-5 (1M context),2026-09-08
i_FU7L1A8M0,board-of-assessors,Board of Assessors,Board of Assessors,board-of-assessors,yes,2024-02-26,model,claude-opus-5 (1M context),2026-09-08
LwJ-2IZfYGE,personnel-committee,Personnel Committee,Personnel Committee,personnel-committee,yes,2024-02-26,model,claude-opus-5 (1M context),2026-09-08
R_C7Zn4RY6Y,stormwater-task-force,Stormwater Task Force,Stormwater Task Force,stormwater-task-force,yes,2024-02-22,model,claude-opus-5 (1M context),2026-09-08
8k8wImvZjEs,finance-committee,Finance Committee,Finance Committee,finance-committee,yes,2024-02-22,model,claude-opus-5 (1M context),2026-09-08
sNt4OHjEPug,cemetery-commission,Cemetery Commission,Cemetery Commission,cemetery-commission,yes,2024-02-22,model,claude-opus-5 (1M context),2026-09-08
eOuIqEoq9-A,conservation-commission,Conservation Commission,Conservation Commission,conservation-commission,yes,2024-02-21,model,claude-opus-5 (1M context),2026-09-08
91s4aFl4MSo,finance-committee,Finance Committee,Finance Committee,finance-committee,yes,2024-02-21,model,claude-opus-5 (1M context),2026-09-08
WfxtBghfQ6k,select-board,Select Board,Select Board,select-board,yes,2024-02-20,model,claude-opus-5 (1M context),2026-09-08
1i9UkNZlZy4,lunenburg-water-district,Lunenburg Water District,Water District,,NO,2024-02-04,model,claude-opus-5 (1M context),2026-09-08
fRFu_ac_Pa8,zoning-board-of-appeals,Zoning Board of Appeals,Zoning Board of Appeals,zoning-board-of-appeals,yes,2024-02-14,model,claude-opus-5 (1M context),2026-09-08
AH01cpMKN8g,architectural-preservation-district-commission,Architectural Preservation District Commission,Architectural Preservation District Commission,architectural-preservation-district-commission,yes,2024-02-13,model,claude-opus-5 (1M context),2026-09-08
savIPkdZcnQ,select-board,Select Board,Select Board,select-board,yes,2024-02-13,model,claude-opus-5 (1M context),2026-09-08
5r6owrqeV1M,board-of-assessors,Board of Assessors,Board of Assessors,board-of-assessors,yes,2024-02-12,model,claude-opus-5 (1M context),2026-09-08
4cwC19sgSIo,planning-board,Planning Board,Planning Board,planning-board,yes,2024-02-12,model,claude-opus-5 (1M context),2026-09-08
Xlg8_rMC3QM,personnel-committee,Personnel Committee,Personnel Committee,personnel-committee,yes,2024-02-12,model,claude-opus-5 (1M context),2026-09-08
x9TagGoqiVs,conservation-commission,Conservation Commission,Conservation Commission,conservation-commission,yes,2024-02-07,model,claude-opus-5 (1M context),2026-09-08
zR_JoRQlnxY,finance-committee,Finance Committee,Finance Committee,finance-committee,yes,2024-02-08,model,claude-opus-5 (1M context),2026-09-08
HOOeGOFs6cQ,school-committee,School Committee,School Committee,school-committee,yes,2024-02-07,model,claude-opus-5 (1M context),2026-09-08
xun4y1wGRAI,personnel-committee,Personnel Committee,Personnel,personnel-committee,yes,2024-01-31,model,claude-opus-5 (1M context),2026-09-08
lXg1u7q2JKw,board-of-assessors,Board of Assessors,Board of Assessors,board-of-assessors,yes,2024-02-05,model,claude-opus-5 (1M context),2026-09-08
r6sN2RrKAGw,public-access-cable-committee-pacc,Public Access Cable Committee (PACC),PACC,public-access-cable-committee-pacc,yes,2024-02-05,model,claude-opus-5 (1M context),2026-09-08
JcuqGfPHcmo,master-plan-steering-committee,Master Plan Steering Committee,"Master Plan Steering Committee ""Plan Lunenburg"" Meeting #3 6PM",master-plan-steering-committee,yes,2024-02-01,model,claude-opus-5 (1M context),2026-09-08
olmcCrWVl8Y,cemetery-commission,Cemetery Commission,Cemetery Commission (Audio starts at 5:14),cemetery-commission,yes,2024-02-05,model,claude-opus-5 (1M context),2026-09-08
gspzaAJWHi0,master-plan-steering-committee,Master Plan Steering Committee,"Master Plan Steering Committee ""Plan Lunenburg"" Public Meeting #3, 4pm",master-plan-steering-committee,yes,2024-02-01,model,claude-opus-5 (1M context),2026-09-08
OFl9mY69yl8,select-board,Select Board,Select Board,select-board,yes,2024-01-30,model,claude-opus-5 (1M context),2026-09-08
eJgZfyiYdKE,sewer-commission,Sewer Commission,Sewer Commission,sewer-commission,yes,2024-01-30,model,claude-opus-5 (1M context),2026-09-08
Mko9HXm2Yfk,board-of-assessors,Board of Assessors,Board of Assessors PARTIAL MEETING (power outage),board-of-assessors,yes,2024-01-29,model,claude-opus-5 (1M context),2026-09-08
kxzQI7ktRpU,green-community-task-force,Green Community Task Force,Green Community Task Force,,NO,2024-01-29,model,claude-opus-5 (1M context),2026-09-08
VGLkfs_4mWY,lunenburg-water-district,Lunenburg Water District,Water District,,NO,2024-01-24,model,claude-opus-5 (1M context),2026-09-08
7rregbbaVBQ,economic-development-committee,Economic Development Committee,Economic Development Committee,economic-development-committee,yes,2024-01-25,model,claude-opus-5 (1M context),2026-09-08
m4hWTyvKCs4,finance-committee,Finance Committee,Finance Committee,finance-committee,yes,2024-01-25,model,claude-opus-5 (1M context),2026-09-08
M1ou8I8zI7o,school-committee,School Committee,School Committee,school-committee,yes,2024-01-24,model,claude-opus-5 (1M context),2026-09-08
PiASVAdA5Pc,zoning-board-of-appeals,Zoning Board of Appeals,Zoning Board of Appeals,zoning-board-of-appeals,yes,2024-01-24,model,claude-opus-5 (1M context),2026-09-08
rK9J3lTlZyE,select-board,Select Board,Select Board,select-board,yes,2024-01-23,model,claude-opus-5 (1M context),2026-09-08
FyIqwfppmjU,board-of-assessors,Board of Assessors,Board of Assessors,board-of-assessors,yes,2024-01-22,model,claude-opus-5 (1M context),2026-09-08
2jkShFov8a0,planning-board,Planning Board,Planning Board,planning-board,yes,2024-01-22,model,claude-opus-5 (1M context),2026-09-08
B4EpifU3vac,stormwater-task-force,Stormwater Task Force,Stormwater Task Force,stormwater-task-force,yes,2024-01-18,model,claude-opus-5 (1M context),2026-09-08
yE-UAKGHwS0,finance-committee,Finance Committee,Finance Committee,finance-committee,yes,2024-01-18,model,claude-opus-5 (1M context),2026-09-08
4mzD0d0VtIo,school-committee,School Committee,School Committee,school-committee,yes,2024-01-17,model,claude-opus-5 (1M context),2026-09-08
SQp-o0gWxbU,parks-commission,Parks Commission,Parks Commission,parks-commission,yes,2024-01-17,model,claude-opus-5 (1M context),2026-09-08
noZM4bHA3ok,conservation-commission,Conservation Commission,Conservation Commission,conservation-commission,yes,2024-01-17,model,claude-opus-5 (1M context),2026-09-08
BNcE1ZiMQQA,architectural-preservation-district-commission,Architectural Preservation District Commission,Architectural Preservation District Committee,architectural-preservation-district-commission,yes,2024-01-16,model,claude-opus-5 (1M context),2026-09-08
vSCm-DhM_fc,select-board,Select Board,Select Board,select-board,yes,2024-01-16,model,claude-opus-5 (1M context),2026-09-08
zhmyNDYVXAA,zoning-board-of-appeals,Zoning Board of Appeals,Zoning Board of Appeals,zoning-board-of-appeals,yes,2024-01-10,model,claude-opus-5 (1M context),2026-09-08
MLM2pdkC9mU,lunenburg-water-district,Lunenburg Water District,Water District - 6pm,,NO,2024-01-10,model,claude-opus-5 (1M context),2026-09-08
fEuICymreGY,finance-committee,Finance Committee,Finance Committee,finance-committee,yes,2024-01-11,model,claude-opus-5 (1M context),2026-09-08
_pWuPSP8deA,open-space-committee,Open Space Committee,Open Space Committee,open-space-committee,yes,2024-01-10,model,claude-opus-5 (1M context),2026-09-08
3bK40pg8v9U,lunenburg-water-district,Lunenburg Water District,Water District - 4pm,,NO,2024-01-10,model,claude-opus-5 (1M context),2026-09-08
nJVmw1MObWI,sewer-commission,Sewer Commission,Sewer Commission,sewer-commission,yes,2024-01-09,model,claude-opus-5 (1M context),2026-09-08
AxepNNtMdH4,select-board,Select Board,Select Board,select-board,yes,2024-01-09,model,claude-opus-5 (1M context),2026-09-08
SkMZgfJfSkQ,board-of-assessors,Board of Assessors,Board of Assessors,board-of-assessors,yes,2024-01-08,model,claude-opus-5 (1M context),2026-09-08
9piu84WwTFw,public-access-cable-committee-pacc,Public Access Cable Committee (PACC),PACC,public-access-cable-committee-pacc,yes,2024-01-08,model,claude-opus-5 (1M context),2026-09-08
0Nk0D4kh22U,planning-board,Planning Board,Planning Board,planning-board,yes,2024-01-08,model,claude-opus-5 (1M context),2026-09-08
uXLT1YabV-o,conservation-commission,Conservation Commission,Conservation Commission,conservation-commission,yes,2024-01-03,model,claude-opus-5 (1M context),2026-09-08
FeJUJ3HjA2s,master-plan-steering-committee,Master Plan Steering Committee,Master Plan Steering Committee,master-plan-steering-committee,yes,2024-01-04,model,claude-opus-5 (1M context),2026-09-08
tScaHNgYV_A,school-committee,School Committee,School Committee,school-committee,yes,2024-01-03,model,claude-opus-5 (1M context),2026-09-08
huOauh69M9o,conservation-commission,Conservation Commission,Conservation Commission,conservation-commission,yes,2023-12-20,model,claude-opus-5 (1M context),2026-09-08
c086dB0oGQk,stormwater-task-force,Stormwater Task Force,Stormwater Task Force,stormwater-task-force,yes,2023-12-28,model,claude-opus-5 (1M context),2026-09-08
5u6__u1qA6M,zoning-board-of-appeals,Zoning Board of Appeals,Zoning Board of Appeals,zoning-board-of-appeals,yes,2023-12-27,model,claude-opus-5 (1M context),2026-09-08
J8_ZjFTmOyY,capital-planning-committee,Capital Planning Committee,Capital Planning,capital-planning-committee,yes,2023-12-21,model,claude-opus-5 (1M context),2026-09-08
q7bMLPsMfjQ,school-committee,School Committee,School Committee,school-committee,yes,2023-12-20,model,claude-opus-5 (1M context),2026-09-08
7Nbo5eIUIBg,conservation-commission,Conservation Commission,Conservation Commission,conservation-commission,yes,2023-12-20,model,claude-opus-5 (1M context),2026-09-08
rJ32rSdKVT4,select-board,Select Board,Select Board,select-board,yes,2023-12-19,model,claude-opus-5 (1M context),2026-09-08
LCCHucGU6kQ,capital-planning-committee,Capital Planning Committee,Capital Planning,capital-planning-committee,yes,2023-12-18,model,claude-opus-5 (1M context),2026-09-08
3Fe7kLrTC8g,board-of-assessors,Board of Assessors,Board of Assessor,board-of-assessors,yes,2023-12-18,model,claude-opus-5 (1M context),2026-09-08
Uz22wXLbgCc,architectural-preservation-district-commission,Architectural Preservation District Commission,Architectural Preservation District Committee,architectural-preservation-district-commission,yes,2023-12-12,model,claude-opus-5 (1M context),2026-09-08
JA5kV9DHBbI,master-plan-steering-committee,Master Plan Steering Committee,Master Plan Committee,master-plan-steering-committee,yes,2023-12-14,model,claude-opus-5 (1M context),2026-09-08
Dkz6DOpdZAQ,zoning-board-of-appeals,Zoning Board of Appeals,Zoning Board of Appeals,zoning-board-of-appeals,yes,2023-12-13,model,claude-opus-5 (1M context),2026-09-08
z-0FAWISPrE,select-board,Select Board,Select Board,select-board,yes,2023-12-12,model,claude-opus-5 (1M context),2026-09-08
gze15lsB0fA,sewer-commission,Sewer Commission,Sewer Commission,sewer-commission,yes,2023-12-12,model,claude-opus-5 (1M context),2026-09-08
MvJBksNpQqg,finance-committee,Finance Committee,Finance Committee,finance-committee,yes,2023-12-07,model,claude-opus-5 (1M context),2026-09-08
tycESYMw2Gk,parks-commission,Parks Commission,Parks Commission,parks-commission,yes,2023-12-06,model,claude-opus-5 (1M context),2026-09-08
TmXXZg7JmPk,conservation-commission,Conservation Commission,Conservation Commission,conservation-commission,yes,2023-12-06,model,claude-opus-5 (1M context),2026-09-08
hgjw8ZYOfOI,school-committee,School Committee,School Committee,school-committee,yes,2023-12-06,model,claude-opus-5 (1M context),2026-09-08
a8BzgkQFxXI,select-board,Select Board,Select Board,select-board,yes,2023-12-05,model,claude-opus-5 (1M context),2026-09-08
gmR4dClldSY,capital-planning-committee,Capital Planning Committee,Capital Planning,capital-planning-committee,yes,2023-12-04,model,claude-opus-5 (1M context),2026-09-08
WHnbuavDXWM,capital-planning-committee,Capital Planning Committee,Capital Planning,capital-planning-committee,yes,2023-11-29,model,claude-opus-5 (1M context),2026-09-08
1MrrXt6YZp0,board-of-assessors,Board of Assessors,Board of Assessors,board-of-assessors,yes,2023-12-04,model,claude-opus-5 (1M context),2026-09-08
iXIMjvQp1gw,public-access-cable-committee-pacc,Public Access Cable Committee (PACC),PACC,public-access-cable-committee-pacc,yes,2023-12-04,model,claude-opus-5 (1M context),2026-09-08
kr9jOParkNg,lunenburg-water-district,Lunenburg Water District,Water District,,NO,2023-11-29,model,claude-opus-5 (1M context),2026-09-08
S1kXfBAh81g,finance-committee,Finance Committee,Finance Committee,finance-committee,yes,2023-11-30,model,claude-opus-5 (1M context),2026-09-08
juGhSZJG8P8,select-board,Select Board,Select Board,select-board,yes,2023-11-28,model,claude-opus-5 (1M context),2026-09-08
rL9aJFE5OGQ,planning-board,Planning Board,Planning Board,planning-board,yes,2023-11-27,model,claude-opus-5 (1M context),2026-09-08
KvTS7dbZvv8,capital-planning-committee,Capital Planning Committee,Capital Planning,capital-planning-committee,yes,2023-11-20,model,claude-opus-5 (1M context),2026-09-08
HrJoYomRJZg,board-of-assessors,Board of Assessors,Board of Assessors,board-of-assessors,yes,2023-11-20,model,claude-opus-5 (1M context),2026-09-08
ANqyvmbNiW0,school-committee,School Committee,School Committee,school-committee,yes,2023-11-15,model,claude-opus-5 (1M context),2026-09-08
dQS7CvGp94o,conservation-commission,Conservation Commission,Conservation Commission,conservation-commission,yes,2023-11-15,model,claude-opus-5 (1M context),2026-09-08
b6BJO3nP1Ig,town-meeting,Town Meeting,Lunenburg Special Town Meeting,,NO,2023-11-14,model,claude-opus-5 (1M context),2026-09-08
Ppe0GU6FE3c,planning-board,Planning Board,Planning Board,planning-board,yes,2023-11-13,model,claude-opus-5 (1M context),2026-09-08
5uVeRoP69ms,finance-committee,Finance Committee,Finance Committee,finance-committee,yes,2023-11-13,model,claude-opus-5 (1M context),2026-09-08
Spq-RHj3B2w,sewer-commission,Sewer Commission,Sewer Commission,sewer-commission,yes,2023-11-13,model,claude-opus-5 (1M context),2026-09-08
R8HGoqhZ2Gk,personnel-committee,Personnel Committee,Personnel Committee Part 2,personnel-committee,yes,2023-11-13,model,claude-opus-5 (1M context),2026-09-08
