label,upstream,local,text,bytes,sha256,read,page,school_year,meeting_date
School Committee Agenda 5-24-23,https://drive.google.com/file/d/1OVyKZ_tP-W_MYV-M8J2Hz6O35TaTlXYD/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-09-06-school-committee-agenda-5-24-23.pdf,sources/district-budget/text/sc-meetings/2023-09-06-school-committee-agenda-5-24-23.txt,146466,b1b2755504b53549bde4932cf426d4865f312a4cd6dfdf431ef27139f76c376f,pdf text layer,sc-meetings,2023-2024,2023-09-06
Committee Reorganization,https://drive.google.com/file/d/1qtQPG0iF0k0waw8r93YF8hzwyUh5ELQw/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-09-06-committee-reorganization.pdf,sources/district-budget/text/sc-meetings/2023-09-06-committee-reorganization.txt,17594,b613d34f30c27f879dd9bf692d8594b947a54352a21ebe8b6b0d72d7ec6d4b24,pdf text layer,sc-meetings,2023-2024,2023-09-06
DRAFT Facility Improvement Plan,https://drive.google.com/file/d/1GkOfQDWt8p6_kFhxyP1pgp_Ic9L7Epod/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-09-06-draft-facility-improvement-plan.pdf,sources/district-budget/text/sc-meetings/2023-09-06-draft-facility-improvement-plan.txt,2397801,20432274dbb712f77ed1929c07f1cbab32d50b580d35352a3372c2be031bae3e,pdf text layer,sc-meetings,2023-2024,2023-09-06
School Calendar Amended 5-24-23,https://drive.google.com/file/d/1iwpcHoNEQzmABCfDyuAETbgkPO4mVwld/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-09-06-school-calendar-amended-5-24-23.pdf,sources/district-budget/text/sc-meetings/2023-09-06-school-calendar-amended-5-24-23.txt,275684,1a498ce072c0fd236b8ab3c8a23b2a8223aeb6c45bae6cd2dd9933cea14c53ae,pdf text layer,sc-meetings,2023-2024,2023-09-06
Extended Day Registration Letter Amended-Closure Dates,https://drive.google.com/file/d/15JnUNYffesmQdXZz1X6IdqmY-JMmeCh1/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-09-06-extended-day-registration-letter-amended-closure-dates.pdf,sources/district-budget/text/sc-meetings/2023-09-06-extended-day-registration-letter-amended-closure-dates.txt,155719,e0dd4adf7570ef77363cade4691f30fe9b2362747690c71598282c46f3eb4b2e,pdf text layer,sc-meetings,2023-2024,2023-09-06
Approved Extended Day Handbook Amended 5-24-23,https://drive.google.com/file/d/1zwcBjYQMmMfnIR8YA8rt7lOfYNwizOrN/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-09-06-approved-extended-day-handbook-amended-5-24-23.pdf,sources/district-budget/text/sc-meetings/2023-09-06-approved-extended-day-handbook-amended-5-24-23.txt,663724,d4f922c38ada5d1286040cb13e0319ddac0dd19102dccfcf32a770e2bc23eeac,pdf text layer,sc-meetings,2023-2024,2023-09-06
Early Learning Center Cover Letter Amended 5-24-23,https://drive.google.com/file/d/1c9m7xBV6zG2_xetZwvfjloVQD0YHMEAx/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-09-06-early-learning-center-cover-letter-amended-5-24-23.pdf,sources/district-budget/text/sc-meetings/2023-09-06-early-learning-center-cover-letter-amended-5-24-23.txt,233307,f92a45b2eb67f6c61d313ef147dff7ca5b7e4e2773f519dbb6a0b7b5516a6487,pdf text layer,sc-meetings,2023-2024,2023-09-06
Approved Early Learning Center Handbook Amended 5-24-23,https://drive.google.com/file/d/1DzbWiJBk7iDDuolfZf8i3oAlI70T87BF/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-09-06-approved-early-learning-center-handbook-amended-5-24-23.pdf,sources/district-budget/text/sc-meetings/2023-09-06-approved-early-learning-center-handbook-amended-5-24-23.txt,322173,367ee30d9f66394ffebc8332e241514931d1745dc516bfe14ad4c2dd240fa84d,pdf text layer,sc-meetings,2023-2024,2023-09-06
Initial Approval Costa Rica Trip,https://drive.google.com/file/d/1fY_CwvWXPSUUhiEA0iHoTufcn0cxiUd4/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-09-06-initial-approval-costa-rica-trip.pdf,sources/district-budget/text/sc-meetings/2023-09-06-initial-approval-costa-rica-trip.txt,2799177,54ffb0956bf99010639e6b02d3c020bf9883afd2995af0f14cede383d51bc32b,pdf text layer,sc-meetings,2023-2024,2023-09-06
School Committee Agenda 5-3-23,https://drive.google.com/file/d/1e_3WpJj4EvgTUFNghEWeOk2UgO6_yifg/view?usp=share_link,sources/district-budget/docs/sc-meetings/2023-09-06-school-committee-agenda-5-3-23.pdf,sources/district-budget/text/sc-meetings/2023-09-06-school-committee-agenda-5-3-23.txt,132301,5a30509e55d4d490641a304dba0fd5b515d38dc15987c1dfa51c6c9739eb6a0a,pdf text layer,sc-meetings,2023-2024,2023-09-06
Lunenburg Staff Appreciation Resolutions,https://drive.google.com/file/d/1WDap4ywOXn__NGnenzOOFz243-PVsL42/view?usp=share_link,sources/district-budget/docs/sc-meetings/2023-09-06-lunenburg-staff-appreciation-resolutions.pdf,sources/district-budget/text/sc-meetings/2023-09-06-lunenburg-staff-appreciation-resolutions.txt,470808,0ae7fa52a6fc23fc8e77084ffcea76c1a104eaac2c158096a357aa55d2a4d063,pdf text layer,sc-meetings,2023-2024,2023-09-06
FY23 Quarterly Budget Report,https://drive.google.com/file/d/1VulCTSTc-IoX1AQpASzmHq4uC5BfLz-X/view?usp=share_link,sources/district-budget/docs/sc-meetings/2023-09-06-fy23-quarterly-budget-report.pdf,sources/district-budget/text/sc-meetings/2023-09-06-fy23-quarterly-budget-report.txt,696492,b16ea9d4dcc5bd30980d4583de2e493fd6531f1c48dddc8d7ab247b4a11d8dad,pdf text layer,sc-meetings,2023-2024,2023-09-06
ESSER Grant Update,https://drive.google.com/file/d/1S0Zy3dHb3auMrw9jJH4_Z3fT5wb_JKgy/view?usp=share_link,sources/district-budget/docs/sc-meetings/2023-09-06-esser-grant-update.pdf,sources/district-budget/text/sc-meetings/2023-09-06-esser-grant-update.txt,447847,df51c2a79de27c9b89dca7ee3a2bfcd1a5282bba832dacb27b7b3f5a9e4e5941,pdf text layer,sc-meetings,2023-2024,2023-09-06
"Read Acceptance of Gifts, Grants & Bequests",https://drive.google.com/file/d/1hv6W5muMHJpWDYmDgd4bzy02jn5FDTEp/view?usp=share_link,sources/district-budget/docs/sc-meetings/2023-09-06-read-acceptance-of-gifts-grants-bequests.pdf,sources/district-budget/text/sc-meetings/2023-09-06-read-acceptance-of-gifts-grants-bequests.txt,11968,1d41cb6a921945c6e42cd45b717487590d3f85bfa40f720d6461809960f641ec,pdf text layer,sc-meetings,2023-2024,2023-09-06
Read 3402 Payment Procedures,https://drive.google.com/file/d/1tFPrIoH9tv6Bryj5bpv6x6oMQQl16MbK/view?usp=share_link,sources/district-budget/docs/sc-meetings/2023-09-06-read-3402-payment-procedures.pdf,sources/district-budget/text/sc-meetings/2023-09-06-read-3402-payment-procedures.txt,10694,c0f7d251a095ac07343e383e3fe0275e0364d43ad02c5e584d541d781b7aa55f,pdf text layer,sc-meetings,2023-2024,2023-09-06
Read 3406 Depository of Funds-Authorized Signatures,https://drive.google.com/file/d/18cFKZVcBxsErvol3jNll_sVj6edM910Q/view?usp=share_link,sources/district-budget/docs/sc-meetings/2023-09-06-read-3406-depository-of-funds-authorized-signatures.pdf,sources/district-budget/text/sc-meetings/2023-09-06-read-3406-depository-of-funds-authorized-signatures.txt,115439,d23ed3318ac2444590b36f4c14d3176d5e6b88d3055044d1184a09192865fe50,pdf text layer,sc-meetings,2023-2024,2023-09-06
"Read 3410 Purchasing Principles, Expenditures, Procurement and Authority",https://drive.google.com/file/d/1rB3pw2r_MWNKV46KlnAC1Sax4k8dO8Cj/view?usp=share_link,sources/district-budget/docs/sc-meetings/2023-09-06-read-3410-purchasing-principles-expenditures-procurement-an.pdf,sources/district-budget/text/sc-meetings/2023-09-06-read-3410-purchasing-principles-expenditures-procurement-an.txt,17109,15823872a0cece91aeca1b4a0b73dc4a52017798312eb27b46861cd80b586e1f,pdf text layer,sc-meetings,2023-2024,2023-09-06
School Committee Agenda 4-12-23,https://drive.google.com/file/d/1iJ4uMgjvIlWzZO5ik0jXi6Z9GPNaIfS8/view?usp=share_link,sources/district-budget/docs/sc-meetings/2023-09-06-school-committee-agenda-4-12-23.pdf,sources/district-budget/text/sc-meetings/2023-09-06-school-committee-agenda-4-12-23.txt,131388,194bd5a2ed914a10138602c242bb2f65f84d7579961ba00a78bdaeacedb39716,pdf text layer,sc-meetings,2023-2024,2023-09-06
District Strategy Overview & Connections,https://drive.google.com/file/d/1PIwmepJnoMCFK93iZ7pF5Crej6JQUScH/view?usp=share_link,sources/district-budget/docs/sc-meetings/2023-09-06-district-strategy-overview-connections.pdf,sources/district-budget/text/sc-meetings/2023-09-06-district-strategy-overview-connections.txt,291333,58f9ebadc5c8b495a774d8703bbcb382cb6db62742545a111dc6264ba2b2c7b0,pdf text layer,sc-meetings,2023-2024,2023-09-06
Strategy April Progress Update C & O.1,https://docs.google.com/document/d/1N5solDDQN_3j9Aztz-y1ERpxCOl6m_8w/edit?usp=share_link&amp;ouid=115866774118931112779&amp;rtpof=true&amp;sd=true,sources/district-budget/docs/sc-meetings/2023-09-06-strategy-april-progress-update-c-o-1.docx,sources/district-budget/text/sc-meetings/2023-09-06-strategy-april-progress-update-c-o-1.txt,26599,8c06543dc7c0e64b6d64db08229e8cc6a7a67d64284c5b87e09ad519b2fcf86b,document,sc-meetings,2023-2024,2023-09-06
Strategy April Progress Update CC & C.1,https://drive.google.com/file/d/1M4ZDRKDnJoEBJ9Lob5PfEpinjO_1-fu5/view?usp=share_link,sources/district-budget/docs/sc-meetings/2023-09-06-strategy-april-progress-update-cc-c-1.pdf,sources/district-budget/text/sc-meetings/2023-09-06-strategy-april-progress-update-cc-c-1.txt,618805,e63636f9c023ada0ca26bc4e65cbb13a1bfe35db4c2c493d8e8fe71c3bf14d7e,pdf text layer,sc-meetings,2023-2024,2023-09-06
Strategy April Progress Update CC & C.2,https://drive.google.com/file/d/18rkxSCq12NPDLaMhjGtgTTSV2HSMWtzQ/view?usp=share_link,sources/district-budget/docs/sc-meetings/2023-09-06-strategy-april-progress-update-cc-c-2.pdf,sources/district-budget/text/sc-meetings/2023-09-06-strategy-april-progress-update-cc-c-2.txt,405415,c5718ec8c04d81cf7497a99cd85ef75a321889438e9dd778ec60a8e06e346a34,pdf text layer,sc-meetings,2023-2024,2023-09-06
Strategy April Progress Update CC & C.3,https://drive.google.com/file/d/166UK6hQX1LEY3_oO1jKO2kqyH80VlTDP/view?usp=share_link,sources/district-budget/docs/sc-meetings/2023-09-06-strategy-april-progress-update-cc-c-3.pdf,sources/district-budget/text/sc-meetings/2023-09-06-strategy-april-progress-update-cc-c-3.txt,317221,dbd599112fa937a89a3cc947f73f2ea654caa135635ee6273dd9713b734b1d33,pdf text layer,sc-meetings,2023-2024,2023-09-06
Strategy April Progress Update CC & C.4,https://drive.google.com/file/d/1gX8nLeI0951kNWqpQW_hltVlgqlHZvy_/view?usp=share_link,sources/district-budget/docs/sc-meetings/2023-09-06-strategy-april-progress-update-cc-c-4.pdf,sources/district-budget/text/sc-meetings/2023-09-06-strategy-april-progress-update-cc-c-4.txt,350534,821dce9e9449877f091e491e15c62cec97cd861a795be0c24960dcbcfe80322e,pdf text layer,sc-meetings,2023-2024,2023-09-06
Strategy April Progress Update EAAO.2,https://drive.google.com/file/d/1F99SUjGtrNHP3-em1FRpXNsdzABcg2co/view?usp=share_link,sources/district-budget/docs/sc-meetings/2023-09-06-strategy-april-progress-update-eaao-2.pdf,sources/district-budget/text/sc-meetings/2023-09-06-strategy-april-progress-update-eaao-2.txt,393601,170e840ac8913b40085f54ef246ca9190fb6ba634935adbbc835a13362a41035,pdf text layer,sc-meetings,2023-2024,2023-09-06
Strategy April Progress Update TT & L.1,https://drive.google.com/file/d/1t-Oos6w7s1kCoxyJ_JK-P5EkpIncZqh5/view?usp=share_link,sources/district-budget/docs/sc-meetings/2023-09-06-strategy-april-progress-update-tt-l-1.pdf,sources/district-budget/text/sc-meetings/2023-09-06-strategy-april-progress-update-tt-l-1.txt,392764,f8966e467d16f819ae02fac9296a1cb7fce9e17a6ee673df86cbab7ce4071351,pdf text layer,sc-meetings,2023-2024,2023-09-06
Strategy April Progress Update TT & L.2,https://drive.google.com/file/d/1inNyZUCERAXaLXw1WheShVhW1GZufFEN/view?usp=share_link,sources/district-budget/docs/sc-meetings/2023-09-06-strategy-april-progress-update-tt-l-2.pdf,sources/district-budget/text/sc-meetings/2023-09-06-strategy-april-progress-update-tt-l-2.txt,447792,d43892a2789a82fda78607f9c21b749bf7d6eab0e694e92b8df3fe1446653649,pdf text layer,sc-meetings,2023-2024,2023-09-06
Read 3203 Funding Proposals and Applications,https://drive.google.com/file/d/1pRf4Ok8RDg02O9xGrkuBAhaKmqrwH4NB/view?usp=share_link,sources/district-budget/docs/sc-meetings/2023-09-06-read-3203-funding-proposals-and-applications.pdf,sources/district-budget/text/sc-meetings/2023-09-06-read-3203-funding-proposals-and-applications.txt,9843,2d75fd9385f50ab6342486c4660f26abab4cfd2e10ba7b64b76786a476a63b1a,pdf text layer,sc-meetings,2023-2024,2023-09-06
Read 3301 Fiscal Accounting and Reporting,https://drive.google.com/file/d/1VA89FjIbD-LrIBW6CdgVPkqQSDqm9DmW/view?usp=share_link,sources/district-budget/docs/sc-meetings/2023-09-06-read-3301-fiscal-accounting-and-reporting.pdf,sources/district-budget/text/sc-meetings/2023-09-06-read-3301-fiscal-accounting-and-reporting.txt,86380,7ee690fd00d7567e2c866aa60aaf639b5da45d541eaeb411ad23540e8fd51640,pdf text layer,sc-meetings,2023-2024,2023-09-06
Read 3302 AUDITS,https://drive.google.com/file/d/1Zvo6IYnfTdq29wZIOZjbXqs9BFOQsNIe/view?usp=share_link,sources/district-budget/docs/sc-meetings/2023-09-06-read-3302-audits.pdf,sources/district-budget/text/sc-meetings/2023-09-06-read-3302-audits.txt,116140,1e8c973ae38a6d567054ff714f0d72d36ccab7b081e7f1b6f7c3aa1285fa7fe3,pdf text layer,sc-meetings,2023-2024,2023-09-06
Read 3307 Bonded Employees and Officers,https://drive.google.com/file/d/1jFSZH24Z2FK7Bh3GpkDuYEfusJ7bMiw8/view?usp=share_link,sources/district-budget/docs/sc-meetings/2023-09-06-read-3307-bonded-employees-and-officers.pdf,sources/district-budget/text/sc-meetings/2023-09-06-read-3307-bonded-employees-and-officers.txt,6016,19f5a10ff1b1927eeb062ff557209d3fa9fd276b9e15c10a3909296ab7d92fb4,pdf text layer,sc-meetings,2023-2024,2023-09-06
Read 3401 Purchasing and Purchasing Authority,https://drive.google.com/file/d/1_T35MpMbOIfoe16FpWau5c5CH4BtbCb3/view?usp=share_link,sources/district-budget/docs/sc-meetings/2023-09-06-read-3401-purchasing-and-purchasing-authority.pdf,sources/district-budget/text/sc-meetings/2023-09-06-read-3401-purchasing-and-purchasing-authority.txt,118242,0c4a4890d19d5a02e2799cbc3be78b55e1b158914bd96e30ae83e18c54e1ab62,pdf text layer,sc-meetings,2023-2024,2023-09-06
School Committee Agenda 4-5-23,https://drive.google.com/file/d/1bF3zYBAiSlNwDIzx41LK07eb_fgAkVBU/view?usp=share_link,sources/district-budget/docs/sc-meetings/2023-09-06-school-committee-agenda-4-5-23.pdf,sources/district-budget/text/sc-meetings/2023-09-06-school-committee-agenda-4-5-23.txt,132004,04183f2e6ea7ce0b2e593c5c1e46cedcc4a8b2520ffeb8ffc5e8449759978b49,pdf text layer,sc-meetings,2023-2024,2023-09-06
Equity Report Presentation,https://drive.google.com/file/d/1FqXGKLITQmrf4NtrFiQAba1C3-Nu1-pr/view?usp=share_link,sources/district-budget/docs/sc-meetings/2023-09-06-equity-report-presentation.pdf,sources/district-budget/text/sc-meetings/2023-09-06-equity-report-presentation.txt,142139,bdd3ec4fec4adf7d88b4f4b64852297c8b5e72bace525c817efdb80f270bbe1b,pdf text layer,sc-meetings,2023-2024,2023-09-06
Spring Athletics Participation,https://drive.google.com/file/d/11qsoQsvLJSsL8jCDgCaefpDTLXNjKPH7/view?usp=share_link,sources/district-budget/docs/sc-meetings/2023-09-06-spring-athletics-participation.pdf,sources/district-budget/text/sc-meetings/2023-09-06-spring-athletics-participation.txt,35928,50d0b6d745ed6140492f1582bfc556c977c6b50bcdef663765ec6029ab8fa75e,pdf text layer,sc-meetings,2023-2024,2023-09-06
Third Read 3101 Budget Planning Schedule,https://drive.google.com/file/d/1fEDMNt55BE891HUrfVmudVSK4b75WI6o/view?usp=share_link,sources/district-budget/docs/sc-meetings/2023-09-06-third-read-3101-budget-planning-schedule.pdf,sources/district-budget/text/sc-meetings/2023-09-06-third-read-3101-budget-planning-schedule.txt,184087,a8a09a4acb629dcebdbf6b065c5d1af76e7a60ca8f11cac8699f030d32fd7d2a,pdf text layer,sc-meetings,2023-2024,2023-09-06
Third Read 3103 Budget Adoption Procedures,https://drive.google.com/file/d/1Oij8cXNQqw0iZygl1XPU8LAjcbd0simQ/view?usp=share_link,sources/district-budget/docs/sc-meetings/2023-09-06-third-read-3103-budget-adoption-procedures.pdf,sources/district-budget/text/sc-meetings/2023-09-06-third-read-3103-budget-adoption-procedures.txt,116631,8c182f4151ab35cd4190a31caa8271d5c730f95608e1fd62165a58807db7e37f,pdf text layer,sc-meetings,2023-2024,2023-09-06
Third Read 3104 Fiscal Year Budget Planning & Schedules,https://drive.google.com/file/d/1ZrntvZSUnKmCiMb-__4VE-O5z9vLAA-Y/view?usp=share_link,sources/district-budget/docs/sc-meetings/2023-09-06-third-read-3104-fiscal-year-budget-planning-schedules.pdf,sources/district-budget/text/sc-meetings/2023-09-06-third-read-3104-fiscal-year-budget-planning-schedules.txt,6717,919575dc5cb7967e90dbedbec302ca1bf73ade94c035ee5c5c30e89b56e303d3,pdf text layer,sc-meetings,2023-2024,2023-09-06
School Committee Agenda 3-22-23,https://drive.google.com/file/d/1mGCzx2iI3Z9TmvAUu7JKFS1K9ro3JQhM/view?usp=share_link,sources/district-budget/docs/sc-meetings/2023-09-06-school-committee-agenda-3-22-23.pdf,sources/district-budget/text/sc-meetings/2023-09-06-school-committee-agenda-3-22-23.txt,127892,502df0e442b8bb27377f9a577c3c7112d7e8feb335b72f5c158e9b462617f95e,pdf text layer,sc-meetings,2023-2024,2023-09-06
Primary AC Project Presentation,https://drive.google.com/file/d/1CxAwK-T6O_24jDdqzegvIldv5IaU8IH3/view?usp=share_link,sources/district-budget/docs/sc-meetings/2023-09-06-primary-ac-project-presentation.pdf,sources/district-budget/text/sc-meetings/2023-09-06-primary-ac-project-presentation.txt,42923,4a041637de07fa037900816d830ecec144ac583b4c7262dac2a5f8e7f3b7494d,pdf text layer,sc-meetings,2023-2024,2023-09-06
School Committee Agenda 3-15-23,https://drive.google.com/file/d/1sVRtG8Uqs-fiiWooKB-OWz7GCFONcQhQ/view?usp=share_link,sources/district-budget/docs/sc-meetings/2023-09-06-school-committee-agenda-3-15-23.pdf,sources/district-budget/text/sc-meetings/2023-09-06-school-committee-agenda-3-15-23.txt,132236,1fda1de13dfdbd4ff659bcf151fd335b8aa54a8375b544db120be67c854cd6ef,pdf text layer,sc-meetings,2023-2024,2023-09-06
Request for Class of 2015 Funds,https://drive.google.com/file/d/1r51Q-o-ANJxmglbEnepn-2cEv2_3_CG9/view?usp=share_link,sources/district-budget/docs/sc-meetings/2023-09-06-request-for-class-of-2015-funds.pdf,sources/district-budget/text/sc-meetings/2023-09-06-request-for-class-of-2015-funds.txt,203540,79f78a2174c0f00fb2e858cecd00817e1207d0138afd3f1d70379a0ea9be14fe,pdf text layer,sc-meetings,2023-2024,2023-09-06
Initial Approval-Galapagos Trip,https://drive.google.com/file/d/10P3rB9u9IurzDLNWY9E9wg096UzBX3KR/view?usp=share_link,sources/district-budget/docs/sc-meetings/2023-09-06-initial-approval-galapagos-trip.pdf,sources/district-budget/text/sc-meetings/2023-09-06-initial-approval-galapagos-trip.txt,299578,bab8ae53f2dbd4279732642425fb2b2ad3c8dccd89310d11442c80bb295dc7c7,ocr,sc-meetings,2023-2024,2023-09-06
Final Approval Italy/Greece Trip,https://drive.google.com/file/d/1V5oFhuJ8EIRrOoZsfNxh5MGGFN420I6r/view?usp=share_link,sources/district-budget/docs/sc-meetings/2023-09-06-final-approval-italy-greece-trip.pdf,sources/district-budget/text/sc-meetings/2023-09-06-final-approval-italy-greece-trip.txt,75094,814a9f200a2c73a150c7e81c1b3809ae0e22c0ea3912b28d5455029b8f393685,pdf text layer,sc-meetings,2023-2024,2023-09-06
3601 Transportation Policy,https://drive.google.com/file/d/1YUXxCL81yP8xJtXlVZRHWtIYpTjhNh7_/view?usp=share_link,sources/district-budget/docs/sc-meetings/2023-09-06-3601-transportation-policy.pdf,sources/district-budget/text/sc-meetings/2023-09-06-3601-transportation-policy.txt,210220,aa98bb011bea72675fad195d77ee668e87654cecc87f2a01b6bab084d10d06bd,pdf text layer,sc-meetings,2023-2024,2023-09-06
3701.03 Concession Stand,https://drive.google.com/file/d/1KgyE5J62vcTQys2sl1jHyWhWg7UELpHX/view?usp=share_link,sources/district-budget/docs/sc-meetings/2023-09-06-3701-03-concession-stand.pdf,sources/district-budget/text/sc-meetings/2023-09-06-3701-03-concession-stand.txt,242345,f2f650f09b8254fc34d5d2ff7ac969f5d061e7beb83839c8fbf8d9ad85ed9239,pdf text layer,sc-meetings,2023-2024,2023-09-06
